smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,description,chembl_id
BrCCBr,"1,2-Dibromoethane",-2.102,1,187.862,0,0,1,0.0,-1.68,"This molecule is a manufactured chemical. It also occurs naturally in small amounts in the ocean where it is formed, probably by algae and kelp. It is a colorless liquid with a mild, sweet odor. Other names for 1,2-dibromoethane are ethylene dibromide, EDB, and glycol bromide. Trade names include Bromofume and Dowfume. This molecule has been used as a pesticide in soil, and on citrus, vegetable, and grain crops. Most of these uses have been stopped by the Environmental Protection Agency (EPA) since 1984. Another major use was as an additive in leaded gasoline; however, since leaded gasoline is now banned, it is no longer used for this purpose. Uses today include treatment of logs for termites and beetles, control of moths in beehives, and as a preparation for dyes and waxes. This molecule is a nonflammable colorless liquid with a sweet chloroform-like odor at room temperature above 50ºF (10ºC). It is slightly soluble in water and soluble in most organic solvents. It is heavier than water. When heated to decomposition, it may release gases and vapors such as hydrogen bromide, bromine, and carbon monoxide. This molecule should be stored in a dry place at ambient temperature. This molecule appears as a clear colorless liquid with a sweetish odor. Density 18.1 lb /gal. Slightly soluble in water. Soluble in most organic solvents and thinners. Noncombustible. Very toxic by inhalation, skin absorption or ingestion. Used as a solvent, scavenger for lead in gasoline, grain fumigant and in the manufacture of other chemicals. This molecule is a bromoalkane that is ethane carrying bromo substituents at positions 1 and 2. It is produced by marine algae. It has a role as a fumigant, a carcinogenic agent, a marine metabolite, an algal metabolite, a mouse metabolite and a mutagen. It is a bromohydrocarbon and a bromoalkane. This molecule occurs from its past use as an additive to leaded gasoline and as a fumigant. Ethylene dibromide is extremely toxic to humans. The chronic (long-term) effects of exposure to ethylene dibromide have not been well documented in humans. Animal studies indicate that chronic exposure to ethylene dibromide may result in toxic effects to the liver, kidney, and the testis, irrespective of the route of exposure. Limited data on men occupationally exposed to ethylene dibromide indicate that long-term exposure to ethylene dibromide can impair reproduction by damaging sperm cells in the testicles. Several animal studies indicate that long-term exposure to ethylene dibromideincreases the incidences of a variety of tumors in rats and mice in both sexes by all routes of exposure. EPA has classified ethylene dibromide as a Group B2, probable human carcinogen. This molecule is a clear, colorless, volatile liquid brominated hydrocarbon with a mild, sweet, chloroform-like odor that emits corrosive and toxic fumes when heated to decomposition. Ethylene dibromide is used as a chemical intermediate in the synthesis of resins, waxes, gums, dyes and pharmaceuticals and is used to produce vinyl bromide. Exposure to ethylene dibromide severely irritates the skin and causes depression and collapse. Ethylene dibromide affects DNA integrity by alkylation and is reasonably anticipated to be a human carcinogen. This molecule is a natural product found in Bos taurus and Carica papaya with data available. This molecule is the organobromine compound with the chemical formula (CH2Br)2. Although trace amounts occur naturally in the ocean, where it is formed probably by algae and kelp, it is mainly synthetic. It is a colorless liquid with a sweet odor, detectable at 10 ppm, is a widely used and sometimes-controversial fumigant. The effects on people of breathing high levels are not known, but animal studies with short-term exposures to high levels caused depression and collapse, indicating effects on the brain.",CHEMBL452370
CNC(=O)Oc1ccccc1C(C)C,Isoprocarb,-2.734,1,193.246,1,1,2,38.33,-2.863,"This molecule is a carbamate ester. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, a carbamate insecticide and an agrochemical. It is functionally related to a methylcarbamic acid and a 2-isopropylphenol. This molecule is a synthetic carbamate ester compound and acetylcholinesterase inhibitor that is used as a pesticide. It is characterized as a colorless crystalline solid, and exposure occurs by inhalation, ingestion, or contact. This molecule is a carbamate pesticide. This molecule is an agricultural insecticide used on rice, cocoa, sugar cane, vegetables and other crops. 2-isopropylphenyl methylcarbamate belongs to the family of Cumenes. These are aromatic compounds containing a prop-2-ylbenzene moiety.",CHEMBL2251586
O=C1NCCN1c2ncc(s2)N(=O)=O,Niridazole,-1.948,1,214.206,1,2,2,88.37,-3.22,,
C1c2ccccc2c3ccc4ccccc4c13,Benzo(a)fluorene,-5.189,2,216.283,0,4,0,0.0,-6.68,,
COc1ccccc1Cl,2-Chloroanisole,-2.912,1,142.58499999999998,0,1,1,9.23,-2.46,,
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,Bromophos,-5.604,1,366.0,0,1,4,27.69,-6.09,This molecule is an organic thiophosphate.,CHEMBL2104572
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,Quinonamid,-3.988,1,332.57000000000005,1,2,3,63.24,-5.03,,
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,"P,P'-DDD",-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-7.2,,
COC(=O)C=C,Methyl acrylate,-0.878,1,86.09,0,0,1,26.3,-0.22,,
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,Chloroxuron,-4.477,1,290.75,1,2,3,41.57000000000001,-4.89,,
N(=Nc1ccccc1)c2ccccc2,Azobenzene,-4.034,2,182.226,0,2,2,24.72,-4.45,,
CC(C)c1ccc(C)cc1,4-Isopropyltoluene,-3.617,1,134.22199999999998,0,1,1,0.0,-3.77,,
Oc1c(Cl)cccc1Cl,"2,6-Dichlorophenol",-3.012,1,163.003,1,1,0,20.23,-1.79,"This molecule is a white crystalline solid with a strong odor. Odor threshold concentration: 0.003 mg/L at 86 °F; 200 micrograms/liter at 68-72 °F. Taste threshold concentration: 0.0002 mg/L. (NTP, 1992) This molecule is a dichlorophenol with the chloro substituents at positions 2 and 6.",CHEMBL282597
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,Sucrose,0.31,1,342.297,8,2,5,189.53,0.79,,
OC1C(O)C(O)C(O)C(O)C1O,d-inositol,-0.887,1,180.156,6,1,0,121.38,0.35,,
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,Dyphylline,-0.847,1,254.24599999999995,2,2,3,102.28,-0.17,,
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,Chloramphenicol,-2.613,1,323.13200000000006,3,1,6,112.70000000000002,-2.111,,
CCC(O)(CC)CC,3-Ethyl-3-pentanol,-1.663,1,116.204,1,0,3,20.23,-0.85,,
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,Epitostanol,-4.545,1,306.51500000000004,1,5,0,20.23,-5.41,,
Brc1ccccc1Br,"1,2-Dibromobenzene",-4.172,1,235.906,0,1,0,0.0,-3.5,This molecule is a dibromobenzene.,CHEMBL1797135
Oc1c(Cl)cc(Cl)cc1Cl,"2,4,6-Trichlorophenol",-3.648,1,197.448,1,1,0,20.23,-2.34,"This molecule appears as yellow to pinkish-orange needles or orange fluffy solid. Strong phenolic odor. (NTP, 1992) This molecule is a trichlorophenol with phenolic substituents on positions 2, 4 and 6. It has a role as a carcinogenic agent. It is a conjugate acid of a This moleculeate. This molecule is no longer used in the United States and only very low levels have been detected in ambient air. Limited information is available on the acute (short-term) and chronic (long-term) effects of 2,4,6-trichlorophenol in humans. The only available human study reported respiratory effects, such as cough, chronic bronchitis, chest wheezing, altered pulmonary function, and pulmonary lesions from chronic exposure to 2,4,6-trichlorophenol via inhalation. There are no studies available on the reproductive, developmental, or carcinogenic effects of 2,4,6-trichlorophenol in humans. 2,4,6- Trichlorophenol has been shown to be carcinogenic in animals, producing lymphomas, leukemia, and liver cancer via oral exposure. EPA has classified 2,4,6-trichlorophenol as a Group B2, probable human carcinogen. This molecule is a synthetic, colorless crystalline solid that is slightly soluble in water and soluble in organic solvents. It has been used primarily in pesticide formulations and as a wood preservative, although most uses have been cancelled in the US. When heated to decomposition, 2,4,6-trichlorophenol emits toxic and corrosive fumes of hydrochloric acid and other toxic gases. Exposure of humans to 2,4,6-trichrophenol via inhalation has been reported to cause respiratory effects, altered pulmonary function and pulmonary lesions. It is reasonably anticipated to be a human carcinogen. (NCI05) This molecule is a chlorinated phenol that has been used as a fungicide, herbicide, insecticide, antiseptic, defoliant, and glue preservative. It is a yellow solid with a strong, sweet odour. It decomposes on heating to produce toxic and corrosive fumes including hydrogen chloride and chlorine. The technical grade of this substance may contain polychlorinated dibenzodioxins (PCDDs), polychlorinated dibenzofurans (PCDFs), and other contaminants. It is an environmental pollutant that has been found in fresh water lakes such as the Great Lakes. (L158)",CHEMBL309917
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,oryzalin,-3.784,1,346.3650000000001,1,1,8,149.67999999999998,-5.16,,
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,RTI 20,-3.663,1,255.292,0,3,2,20.31,-4.799,,
CC(C)C(=O)C(C)C,"2,4-Dimethyl-3-pentanone",-1.7519999999999998,1,114.18799999999996,0,0,2,17.07,-1.3,This molecule is a pentanone that is pentan-3-one substituted by methyl groups at positions 2 and 4 respectively. It has a role as a metabolite. It is functionally related to a pentan-3-one.,CHEMBL3560924
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.465,1,238.287,2,1,3,75.27000000000001,-2.593,,
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),gentisin,-1.2919999999999998,1,262.261,2,3,1,75.99000000000001,-2.943,,
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,Caffeine,-1.4980000000000002,1,194.194,0,2,0,61.82,-0.8759999999999999,,
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,Spironolactone,-3.842,1,416.58300000000025,0,5,1,60.44,-4.173,,
Cc1ccc(O)cc1C,"3,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.38,"This molecule appears as colorless to light tan crystalline powder or solid. Odor threshold 1.2 mg/L. Taste threshold 0.05 mg/L. (NTP, 1992) This molecule is a member of the class of phenols that is phenol substituted by methyl groups at positions 3 and 4. It derives from a hydride of an o-xylene. This molecule is found in coffee and coffee products. This molecule is present in coffee. This molecule is a flavouring ingredient. This molecule belongs to the family of Meta Cresols. These are aromatic compounds containing a meta-cresol moiety, which consists of a benzene ring bearing a methyl group and an hydroxyl group at ring positions 1 and 3, respectively.",CHEMBL192008
O(c1ccccc1)c2ccccc2,Diphenyl ether ,-4.254,2,170.211,0,2,2,9.23,-3.96,,
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,"2,2',4,4',5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-8.56,,
NC(=O)c1cccnc1 ,nicotinamide,-0.964,1,122.12699999999997,1,1,1,55.98,0.61,,
Sc1ccccc1,Thiophenol ,-2.758,1,110.18099999999995,1,1,0,0.0,-2.12,"This molecule appears as a clear liquid with a repulsive odor. Boiling point 168.3 °C. Insoluble in water and denser than water. Very toxic by ingestion, skin absorption, and by inhalation. Used as a chemical intermediate and in mosquito control. This molecule is a thiol in which the sulfanyl group is attached to a phenyl group.",CHEMBL119405
CNC(=O)Oc1cc(C)cc(C)c1,XMC,-2.688,1,179.219,1,1,1,38.33,-2.5810000000000004,"This molecule is a carbamate ester. It has a role as a carbamate insecticide, an EC 3.1.1.7 (acetylcholinesterase) inhibitor and an agrochemical. It is functionally related to a methylcarbamic acid and a 3,5-xylenol. This molecule is a synthetic carbamate ester compound, derived from a methylcarbamic acid and a 3,5-xylenol, and a acetylcholinesterase inhibitor that is used as a pesticide. It is characterized as a colorless crystalline solid, and exposure occurs by inhalation, ingestion, or contact. This molecule is a carbamate pesticide. This molecule is an Agricultural insecticide, particularly for rice and tea. This molecule belongs to the family of Toluenes. These are compounds containing a benzene ring which bears a methane group.",CHEMBL2271132
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,Chlordane,-6.039,1,409.7819999999999,0,3,0,0.0,-6.86,,
CSSC,Dimethyldisulfide,-1.524,1,94.204,0,0,1,0.0,-1.44,"This molecule appears as a colorless oily liquid with a garlic-like odor. Denser than water and slightly soluble in water. Vapors heavier than air. May irritate skin and eyes. Used to make other chemicals. This molecule is an organic disulfide that is methane in which one of the hydrogens has been replaced by a methyldisulfanyl group. It has a role as a xenobiotic metabolite. This molecule is a natural product found in Solanum tuberosum, Allium ursinum, and other organisms with data available.",CHEMBL1347061
NC(=O)c1ccccc1,Benzamide,-1.501,1,121.13899999999995,1,1,1,43.09,-0.96,"This molecule is a white powder. (NTP, 1992) This molecule is an aromatic amide that consists of benzene bearing a single carboxamido substituent. The parent of the class of benzamides. This molecule is a natural product found in Streptomyces, Colchicum autumnale, and other organisms with data available.",CHEMBL267373
Clc1ccccc1Br,o-Chlorobromobenzene,-3.84,1,191.455,0,1,0,0.0,-3.19,,
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,Monotropitoside,-1.493,1,446.405,6,3,6,184.6,-0.742,,
